bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26,bin_27,bin_28,bin_29,bin_30,bin_31
12.972204378924603,0.472766388474471,-0.33069627079867797,-0.5209416808458315,-0.6955991117926976,-0.26035822562534344,1.9412507626148898,0.5033687406170652,-0.284889688411435,-0.1630202652630463,-0.3317682725923539,-0.24260271008750303,-0.13576916059138647,-0.24894764478715398,0.34479955400550666,-0.15480696961239088,-0.12006928326205905,-0.09691162482709219,-0.07300713993198762,-0.06372148857745735,-0.05332518771018558,-0.05261269592769124,-0.05440259599414222,-0.05469199347481172,-0.04312651177188589,-0.03225984272268559,-0.017465793380691506,-0.029817428396459005,-0.024109309549452316,-0.02872802642487631,-0.021912362471488284
