bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26,bin_27,bin_28,bin_29,bin_30,bin_31
-0.08435074995751601,-0.1643302120785332,-0.33069627079867797,-0.5209416808458315,-0.6955991117926976,-0.6505206525031618,-0.5083774048108314,-0.4762577508832365,3.7935084976530353,-0.49328591313322706,-0.44794431443342825,-0.3774442079938806,-0.30641664745576075,-0.24894764478715398,-0.1993514910555474,-0.15480696961239088,-0.12006928326205905,-0.09691162482709219,-0.07300713993198762,-0.06372148857745735,-0.05332518771018558,-0.05261269592769124,-0.05440259599414222,-0.05469199347481172,-0.04312651177188589,-0.03225984272268559,-0.017465793380691506,-0.029817428396459005,-0.024109309549452316,-0.02872802642487631,-0.021912362471488284
