s_0,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21,s_22,s_23,s_24,s_25,s_26,s_27,s_28,s_29,s_30,s_31,s_32,s_33,s_34,s_35,s_36,s_37,s_38,s_39,Sample_id
415,425,415,430,410,415,410,400,405,405,420,430,415,425,420,405,410,405,400,405,425,415,430,410,415,405,405,400,410,420,430,420,410,415,405,405,405,405,425,415,63243
